(百万円),000000
(円),
(%),
(倍),
(人),
(千株),000
百万ドン,000000
千シンガポールドル,000
千香港ドル,000
千人民元,000
千台湾ドル,000
千マレーシアドル,000
百万ルピア,000000
千ルピー,000
千タイバーツ,000
千ペソ,000
千米ドル,000
千オーストラリアドル,000
百万韓国ウォン,000000
