千シンガポールドル,1000
千香港ドル,1000
千人民元,1000
千台湾ドル,1000
千マレーシアドル,1000
百万ルピア,1000000
百万韓国ウォン,1000000
百万ドン,1000000
千ルピー,1000
千タイバーツ,1000
千ペソ,1000
千米ドル,1000
千オーストラリアドル,1000
